Gene ID	Gene Name	Design Element	g1_g2.p-value	g1_g2.t-statistic	g1_g2.log2foldchange
MIMAT0002867	MIMAT0002867	A_25_P00010294	0.333176899924182	1.61545870976353	0.0806987771358427
MIMAT0002868	MIMAT0002868	A_25_P00010049	NA	2.65283778301543	0.0468851198565119
MIMAT0002868	MIMAT0002868	A_25_P00010050	0.0967273951664343	2.70924555551955	0.085485474376271
MIMAT0002869	MIMAT0002869	A_25_P00010889	NA	4.91527709144738	0.0653987340101025
MIMAT0002869	MIMAT0002869	A_25_P00010890	0.336929549018858	1.60711329715409	0.0803980584240502
MIMAT0002870	MIMAT0002870	A_25_P00011107	NA	1.35295513364777	0.0354521835540265
MIMAT0002870	MIMAT0002870	A_25_P00011108	0.209796839005137	2.0719864965395	0.0699897435928358
MIMAT0002872	MIMAT0002872	A_25_P00011042	0.201127196250548	2.10866493867362	0.196060617327392
MIMAT0002872	MIMAT0002872	A_25_P00011043	0.153263881753646	2.35728151777761	0.36519573897413
MIMAT0002872	MIMAT0002872	A_25_P00011044	0.141322916400461	2.41577708761038	0.267672450578995
MIMAT0002872	MIMAT0002872	A_25_P00011045	0.0894025444906316	2.78834630425097	0.138346445261005
MIMAT0002873	MIMAT0002873	A_25_P00010958	0.160825594662078	2.29402415713649	0.123800871314073
MIMAT0002873	MIMAT0002873	A_25_P00010959	NA	2.55067392858764	0.0387939884739259
MIMAT0002874	MIMAT0002874	A_25_P00010657	0.0165898652562691	4.28081935957436	0.733393884868129
MIMAT0002874	MIMAT0002874	A_25_P00010658	0.0614941674415964	3.09048721147896	0.322130843107486
MIMAT0002875	MIMAT0002875	A_25_P00010417	0.595931667731314	0.850268057187268	0.107971403824955
MIMAT0002875	MIMAT0002875	A_25_P00010418	0.742165508228499	0.54162150167739	0.0180482163574878
MIMAT0002876	MIMAT0002876	A_25_P00010724	NA	0.627708487921477	0.0143174289106636
MIMAT0002876	MIMAT0002876	A_25_P00010725	0.996874111321598	-0.00398319881088685	-0.000143188965563645
MIMAT0002876	MIMAT0002876	A_25_P00010726	0.895539086273401	-0.236167896403542	-0.0314640705051312
MIMAT0002876	MIMAT0002876	A_25_P00010727	0.186827861959128	2.16953596033965	0.0569596479369148
MIMAT0002877	MIMAT0002877	A_25_P00010413	0.895539086273401	0.232036200196306	0.0432203943307066
MIMAT0002877	MIMAT0002877	A_25_P00010414	0.708851938492336	0.613849832795104	0.0687540236094479
MIMAT0002878	MIMAT0002878	A_25_P00011036	NA	-0.632662490949741	-0.0117039754707795
MIMAT0002878	MIMAT0002878	A_25_P00011037	0.448543844347652	1.27445946122062	0.0568193243798154
MIMAT0002878	MIMAT0002878	A_25_P00011038	NA	-0.689130384330893	-0.0186276809665076
MIMAT0002879	MIMAT0002879	A_25_P00011111	0.254988575961022	1.89935099364842	0.0503621551686662
MIMAT0002879	MIMAT0002879	A_25_P00011112	NA	0.084580609099029	0.0021229613432201
MIMAT0002879	MIMAT0002879	A_25_P00011113	NA	1.15715973901327	0.0227390973697039
MIMAT0002879	MIMAT0002879	A_25_P00011114	NA	0.941936590928262	0.014700678448504
MIMAT0002880	MIMAT0002880	A_25_P00011039	NA	1.66933718766171	0.0347557920786841
MIMAT0002880	MIMAT0002880	A_25_P00011040	NA	0.608867835311186	0.0128596194728434
MIMAT0002880	MIMAT0002880	A_25_P00011041	NA	0.0289858134196839	0.000606379829291903
MIMAT0002881	MIMAT0002881	A_25_P00011034	0.230474343420583	1.99391830634893	0.0822649803537443
MIMAT0002881	MIMAT0002881	A_25_P00011035	0.309273504299188	1.69710245463239	0.0919783274352044
MIMAT0002882	MIMAT0002882	A_25_P00011105	0.981787286624214	0.0422909266704052	0.0012292270518941
MIMAT0002882	MIMAT0002882	A_25_P00011106	NA	1.65005103458373	0.023833816643287
MIMAT0002883	MIMAT0002883	A_25_P00010622	NA	1.27361946182343	0.0278620930577391
MIMAT0002883	MIMAT0002883	A_25_P00010623	NA	0.495817376826898	0.0106700648756854
MIMAT0002883	MIMAT0002883	A_25_P00010624	NA	1.68259848975224	0.0374670213278829
MIMAT0002883	MIMAT0002883	A_25_P00010625	NA	0.750975996193638	0.0133538841718144
MIMAT0002888	MIMAT0002888	A_25_P00010270	0.0839944470992804	2.86402078805294	0.391487558534541
MIMAT0002888	MIMAT0002888	A_25_P00010271	0.173559569021643	2.22567827753632	0.228380031233806
MIMAT0002890	MIMAT0002890	A_25_P00010445	0.885039267107317	-0.25880259136647	-0.0561917474623863
MIMAT0002890	MIMAT0002890	A_25_P00010446	0.712950046728048	-0.605050689825258	-0.0675525515143098
MIMAT0002891	MIMAT0002891	A_25_P00010338	0.0497282355402996	3.25978094445352	0.996980783966928
MIMAT0002891	MIMAT0002891	A_25_P00010339	0.0570930346425389	3.14119144554505	0.562727310216613
MIMAT0002891	MIMAT0002891	A_25_P00010340	0.0725751490460804	2.98386595203288	0.136573770577869
MIMAT0002891	MIMAT0002891	A_25_P00010341	NA	-0.82374744027902	-0.0188601304811229
MIMAT0003150	MIMAT0003150	A_25_P00010594	NA	0.417845796216321	0.011088246921906
MIMAT0003150	MIMAT0003150	A_25_P00010595	NA	2.43302026331718	0.036415493247679
MIMAT0003161	MIMAT0003161	A_25_P00010672	0.860778470637986	-0.32075094856521	-0.0206127837696188
MIMAT0003161	MIMAT0003161	A_25_P00010673	0.833426518067872	-0.361121821992712	-0.0109433476537104
MIMAT0003163	MIMAT0003163	A_25_P00010147	0.526474452544823	-1.0344377628032	-0.103049663444196
MIMAT0003163	MIMAT0003163	A_25_P00010148	0.615564975140768	-0.813175521897296	-0.0716617502954167
MIMAT0003163	MIMAT0003163	A_25_P00010149	0.170046653999154	-2.25161644764157	-0.236809326159538
MIMAT0003163	MIMAT0003163	A_25_P00010150	0.509877841580877	-1.09631392013094	-0.0972966890240423
MIMAT0003164	MIMAT0003164	A_25_P00010309	0.493629597404088	1.14597277386832	0.117718543522553
MIMAT0003164	MIMAT0003164	A_25_P00010310	0.500157892812165	1.12418810189834	0.0338237670599417
MIMAT0003164	MIMAT0003164	A_25_P00010311	NA	0.728701459309716	0.019585818622021
MIMAT0003164	MIMAT0003164	A_25_P00010312	NA	2.26845774064807	0.0360430034262524
MIMAT0003165	MIMAT0003165	A_25_P00010476	NA	0.181423924692843	0.00476952861655278
MIMAT0003165	MIMAT0003165	A_25_P00010477	NA	2.41557398079103	0.0476920826108298
MIMAT0003165	MIMAT0003165	A_25_P00010478	NA	1.20979258589735	0.0310220065907396
MIMAT0003165	MIMAT0003165	A_25_P00010479	NA	1.06202468495739	0.0244978565382112
MIMAT0003180	MIMAT0003180	A_25_P00010113	0.375133213678066	-1.48268759158806	-0.502538114561577
MIMAT0003180	MIMAT0003180	A_25_P00010114	0.287779592172512	-1.77911342829632	-0.445288324545383
MIMAT0003214	MIMAT0003214	A_25_P00011471	NA	-1.18897483629378	-0.0315178638422733
MIMAT0003214	MIMAT0003214	A_25_P00011473	NA	-0.00273632520351037	-7.46537652513979e-05
MIMAT0003214	MIMAT0003214	A_25_P00011474	0.653987417101518	-0.719206134679302	-0.0389419500343866
MIMAT0003214	MIMAT0003214	A_25_P00011638	NA	-0.111868096566616	-0.00229497276986379
MIMAT0003215	MIMAT0003215	A_25_P00011121	NA	1.77416077761086	0.0447254239548993
MIMAT0003215	MIMAT0003215	A_25_P00011479	0.987941341479593	0.024223405858078	0.000816062290079245
MIMAT0003215	MIMAT0003215	A_25_P00011480	NA	-0.190026287761482	-0.00470428724984195
MIMAT0003215	MIMAT0003215	A_25_P00011481	0.139013519150447	2.44658832037926	0.069367621548853
MIMAT0003216	MIMAT0003216	A_25_P00011219	0.440148251933977	1.29084549839836	0.0479335713231519
MIMAT0003216	MIMAT0003216	A_25_P00011220	NA	0.701144073086939	0.0185715104269937
MIMAT0003216	MIMAT0003216	A_25_P00011221	NA	2.71947470980348	0.0500419466645914
MIMAT0003216	MIMAT0003216	A_25_P00011222	0.148904606961711	2.37780439930806	0.210899633384098
MIMAT0003217	MIMAT0003217	A_25_P00011287	0.369759774296622	1.50251186827734	0.041923827153636
MIMAT0003217	MIMAT0003217	A_25_P00011288	NA	-0.153895642919888	-0.00300443211045121
MIMAT0003217	MIMAT0003217	A_25_P00011289	NA	-1.08009257263226	-0.0253407137428452
MIMAT0003217	MIMAT0003217	A_25_P00011593	NA	-0.1136959440614	-0.0028981083124302
MIMAT0003218	MIMAT0003218	A_25_P00010728	0.0623712665062147	3.0788416154449	0.244190532599503
MIMAT0003218	MIMAT0003218	A_25_P00010729	NA	-0.266781162520862	-0.00663424466267415
MIMAT0003218	MIMAT0003218	A_25_P00010730	0.981924305406404	0.03624321723174	0.0021045435292848
MIMAT0003219	MIMAT0003219	A_25_P00011318	0.324778784391911	1.65045457736539	0.0495965226381223
MIMAT0003219	MIMAT0003219	A_25_P00011319	0.181171316221372	2.19526755497401	0.0547606068562398
MIMAT0003219	MIMAT0003219	A_25_P00011320	NA	0.697434148162195	0.0170673541081641
MIMAT0003219	MIMAT0003219	A_25_P00011601	NA	1.54627039737244	0.0377111767805296
MIMAT0003220	MIMAT0003220	A_25_P00010517	0.00300308814947792	5.64457356789824	0.0962998677868185
MIMAT0003220	MIMAT0003220	A_25_P00010518	0.266084564420571	1.86793950235806	0.0945064484565625
MIMAT0003220	MIMAT0003220	A_25_P00011339	NA	1.39704564037782	0.0357771955671664
MIMAT0003220	MIMAT0003220	A_25_P00011340	NA	1.47227418386034	0.0330782619723982
MIMAT0003221	MIMAT0003221	A_25_P00010344	0.381527951945853	-1.45915534720421	-0.0980858872146557
MIMAT0003221	MIMAT0003221	A_25_P00010345	0.300748174447179	-1.72634906663292	-0.0508164925490142
MIMAT0003222	MIMAT0003222	A_25_P00010452	0.191517072353278	2.14909469014931	0.0588251871413892
MIMAT0003222	MIMAT0003222	A_25_P00011325	NA	0.28437913696597	0.00731928122322145
MIMAT0003222	MIMAT0003222	A_25_P00011326	NA	0.177326339629604	0.0033340748049282
MIMAT0003222	MIMAT0003222	A_25_P00011605	0.243576522263307	1.94388713890329	0.0614148156073382
MIMAT0003223	MIMAT0003223	A_25_P00011131	0.0356896236626527	3.54489859498056	0.0788792357376691
MIMAT0003223	MIMAT0003223	A_25_P00011132	0.973935836886314	0.0696453984979445	0.0033397661503578
MIMAT0003223	MIMAT0003223	A_25_P00011642	0.0263834733372303	3.77378715254043	0.0923144398595417
MIMAT0003223	MIMAT0003223	A_25_P00011643	0.0894025444906316	2.80819776818378	0.0998460246294739
MIMAT0003225	MIMAT0003225	A_25_P00011294	0.743795281177572	0.538380034000924	0.0175903588930169
MIMAT0003225	MIMAT0003225	A_25_P00011295	0.0739250893587232	2.95492085346921	0.0822700303954829
MIMAT0003225	MIMAT0003225	A_25_P00011296	0.820075018668192	0.387578745992245	0.0108780933151227
MIMAT0003225	MIMAT0003225	A_25_P00011595	0.0777937350747457	2.92552851011475	0.0740984117999606
MIMAT0003226	MIMAT0003226	A_25_P00011388	NA	1.43386324798515	0.0355195255301668
MIMAT0003226	MIMAT0003226	A_25_P00011389	NA	0.555236159831795	0.0124686839702219
MIMAT0003226	MIMAT0003226	A_25_P00011390	NA	2.05277859065965	0.0482072177072865
MIMAT0003226	MIMAT0003226	A_25_P00011391	0.529382264551198	-1.02473455616238	-0.0309660301499326
MIMAT0003227	MIMAT0003227	A_25_P00011425	0.0367652397062461	-3.52211935785306	-0.122520985735971
MIMAT0003227	MIMAT0003227	A_25_P00011426	0.00253015446820666	-5.82763664323752	-0.234158202367126
MIMAT0003227	MIMAT0003227	A_25_P00011427	0.000321778898634328	-8.52315444633587	-0.232184395204188
MIMAT0003227	MIMAT0003227	A_25_P00011629	0.0894025444906316	-2.81315932420798	-0.227866068654608
MIMAT0003228	MIMAT0003228	A_25_P00010785	0.638859516995864	0.758480043184832	0.0374226000053186
MIMAT0003228	MIMAT0003228	A_25_P00010786	0.533378703841798	1.01179880142017	0.047747812080134
MIMAT0003228	MIMAT0003228	A_25_P00010787	0.49697111225085	1.13998814244063	0.0554974147867968
MIMAT0003230	MIMAT0003230	A_25_P00010945	0.510259669119623	-1.09354869078536	-0.0390891732525098
MIMAT0003230	MIMAT0003230	A_25_P00010946	0.583606737974163	0.891707197727116	0.26852203116906
MIMAT0003230	MIMAT0003230	A_25_P00011457	0.893144423008428	-0.245501197207487	-0.00906606495064288
MIMAT0003230	MIMAT0003230	A_25_P00011458	0.728871272765889	0.572121525959202	0.0563155306509584
MIMAT0003231	MIMAT0003231	A_25_P00010941	0.381527951945853	1.46168646670478	0.042251759114742
MIMAT0003231	MIMAT0003231	A_25_P00010942	NA	1.75935308575766	0.037193070971842
MIMAT0003231	MIMAT0003231	A_25_P00010943	NA	2.51429252657163	0.0397167447479472
MIMAT0003231	MIMAT0003231	A_25_P00010944	NA	1.54169762670096	0.0308551841662466
MIMAT0003232	MIMAT0003232	A_25_P00010933	NA	2.42773106701827	0.0414238129579099
MIMAT0003232	MIMAT0003232	A_25_P00010934	0.351855452009956	1.56035023805829	0.041566346605844
MIMAT0003233	MIMAT0003233	A_25_P00010648	0.0651746060227238	-3.05265823978264	-0.263186013193727
MIMAT0003233	MIMAT0003233	A_25_P00010649	0.895539086273401	-0.232759094740497	-0.00654797077232505
MIMAT0003234	MIMAT0003234	A_25_P00010313	0.0565284179569214	3.15589994372027	0.071377618320775
MIMAT0003234	MIMAT0003234	A_25_P00011297	NA	3.47117024931999	0.0701270465426402
MIMAT0003234	MIMAT0003234	A_25_P00011298	NA	2.3770801023149	0.0408063532630498
MIMAT0003234	MIMAT0003234	A_25_P00011596	NA	1.52105034728978	0.0341962436110785
MIMAT0003235	MIMAT0003235	A_25_P00011463	NA	2.25108264800814	0.0359940730600776
MIMAT0003235	MIMAT0003235	A_25_P00011464	NA	0.00659406397141789	0.000136903783160669
MIMAT0003235	MIMAT0003235	A_25_P00011466	0.287779592172512	1.78083695753152	0.0470124523521518
MIMAT0003235	MIMAT0003235	A_25_P00011637	NA	0.120569059913936	0.00329025284778961
MIMAT0003236	MIMAT0003236	A_25_P00010632	0.493629597404088	-1.14718178776586	-0.0818760159361656
MIMAT0003236	MIMAT0003236	A_25_P00010633	0.901627930507742	-0.218138649131518	-0.00690728516686079
MIMAT0003237	MIMAT0003237	A_25_P00011095	0.00819938178569516	-4.76635760038741	-0.241020295603898
MIMAT0003237	MIMAT0003237	A_25_P00011096	0.191891529496552	-2.14075693605022	-0.186029963150488
MIMAT0003237	MIMAT0003237	A_25_P00011097	0.0195529780021275	-4.05291493065958	-0.0876396701897271
MIMAT0003238	MIMAT0003238	A_25_P00011364	NA	1.96739531627445	0.04242881323208
MIMAT0003238	MIMAT0003238	A_25_P00011366	NA	3.69124234947772	0.0582205124107213
MIMAT0003238	MIMAT0003238	A_25_P00011367	0.369759774296622	1.50500123900952	0.0396387713562651
MIMAT0003238	MIMAT0003238	A_25_P00011618	0.509659442354002	1.10000260584268	0.145588460246203
MIMAT0003239	MIMAT0003239	A_25_P00010930	0.765121484700323	0.489590184224529	0.207007936633067
MIMAT0003239	MIMAT0003239	A_25_P00010931	0.666887992426396	0.69436515339004	0.225017773580821
MIMAT0003239	MIMAT0003239	A_25_P00010932	0.691659452060738	0.645209326092306	0.1762519474617
MIMAT0003240	MIMAT0003240	A_25_P00010808	0.367339250946283	1.51577415983299	0.160281758136987
MIMAT0003240	MIMAT0003240	A_25_P00010809	0.338630939587162	1.59880676734412	0.173622071910238
MIMAT0003240	MIMAT0003240	A_25_P00010810	0.370557701661983	1.4951229678258	0.185902846368537
MIMAT0003241	MIMAT0003241	A_25_P00011331	NA	2.33257769091772	0.0532335648100526
MIMAT0003241	MIMAT0003241	A_25_P00011333	0.381677401408035	1.4519809516552	0.0627559197728624
MIMAT0003241	MIMAT0003241	A_25_P00011334	NA	-0.70611412001415	-0.00969432764797951
MIMAT0003241	MIMAT0003241	A_25_P00011607	NA	-0.744728256332647	-0.0158535291665389
MIMAT0003242	MIMAT0003242	A_25_P00010514	NA	3.9964809052834	0.0658269663445568
MIMAT0003243	MIMAT0003243	A_25_P00011249	0.472818356347322	1.20066189937413	0.0372217011042615
MIMAT0003243	MIMAT0003243	A_25_P00011250	0.885039267107317	-0.257916471345909	-0.00788741925876746
MIMAT0003243	MIMAT0003243	A_25_P00011251	0.347216536802138	1.57522223192628	0.0811643047568129
MIMAT0003243	MIMAT0003243	A_25_P00011586	NA	2.24264985733918	0.0445034366580215
MIMAT0003244	MIMAT0003244	A_25_P00011321	0.0894025444906316	2.79216107655963	0.0794498805242307
MIMAT0003244	MIMAT0003244	A_25_P00011322	NA	1.68117913634175	0.0323609696527205
MIMAT0003244	MIMAT0003244	A_25_P00011323	0.742165508228499	0.543531023510773	0.0193280310376656
MIMAT0003244	MIMAT0003244	A_25_P00011958	NA	1.26516918767922	0.0291972618465222
MIMAT0003245	MIMAT0003245	A_25_P00011353	0.473164564915581	1.19453258773366	0.0380243869766668
MIMAT0003245	MIMAT0003245	A_25_P00011354	0.302200558799305	1.71788383529267	0.147341154630746
MIMAT0003245	MIMAT0003245	A_25_P00011355	0.186827861959128	2.17155257529783	0.0591586658508501
MIMAT0003245	MIMAT0003245	A_25_P00011614	0.103149521552763	2.66336607597089	0.0787064489206504
MIMAT0003246	MIMAT0003246	A_25_P00011283	0.847822513535701	0.338731718428579	0.0104856774238309
MIMAT0003246	MIMAT0003246	A_25_P00011284	NA	3.86935517479927	0.0753212186860388
MIMAT0003246	MIMAT0003246	A_25_P00011285	NA	1.62724415193119	0.0300090405277054
MIMAT0003246	MIMAT0003246	A_25_P00011592	NA	1.93695753362114	0.0384113390710148
MIMAT0003247	MIMAT0003247	A_25_P00010411	0.500157892812165	-1.12653691042651	-0.0859055619182012
MIMAT0003247	MIMAT0003247	A_25_P00010412	NA	-0.130191025607458	-0.00315901474154678
MIMAT0003248	MIMAT0003248	A_25_P00010891	NA	0.0629979584448158	0.000993730751907229
MIMAT0003248	MIMAT0003248	A_25_P00010892	NA	1.8745992283229	0.0376153317389507
MIMAT0003248	MIMAT0003248	A_25_P00010893	NA	1.33340340674512	0.0239158129313193
MIMAT0003249	MIMAT0003249	A_25_P00010634	0.0812347056537121	2.88725968696417	0.497972907754271
MIMAT0003249	MIMAT0003249	A_25_P00010635	0.00396649049746904	5.30760137057729	0.491311164673919
MIMAT0003249	MIMAT0003249	A_25_P00010636	0.00744277646273271	4.91763932180744	0.32813572363895
MIMAT0003250	MIMAT0003250	A_25_P00010960	NA	1.53237207021238	0.0249811631210015
MIMAT0003250	MIMAT0003250	A_25_P00010961	NA	1.09883694908203	0.0250198498497403
MIMAT0003250	MIMAT0003250	A_25_P00010962	NA	0.996679798205512	0.0241369677109677
MIMAT0003251	MIMAT0003251	A_25_P00010746	NA	1.81522115721823	0.0423920203318326
MIMAT0003251	MIMAT0003251	A_25_P00010747	NA	0.467765522863977	0.0110291389870154
MIMAT0003251	MIMAT0003251	A_25_P00010748	0.0497282355402996	3.25565539806329	0.0853564978326711
MIMAT0003251	MIMAT0003251	A_25_P00010749	0.500157892812165	1.13091376768518	0.280797419674631
MIMAT0003252	MIMAT0003252	A_25_P00011418	NA	1.21586017357582	0.0245093788316018
MIMAT0003252	MIMAT0003252	A_25_P00011419	0.377656654196551	1.47696107119641	0.127162390741912
MIMAT0003252	MIMAT0003252	A_25_P00011420	NA	0.52123741074588	0.0123834747487006
MIMAT0003252	MIMAT0003252	A_25_P00011626	0.303589065408578	1.71337258840734	0.045494166467968
MIMAT0003253	MIMAT0003253	A_25_P00011445	NA	0.899550154325277	0.0163974478174147
MIMAT0003253	MIMAT0003253	A_25_P00011446	0.171131099326132	2.24328410354715	0.0551189373815859
MIMAT0003253	MIMAT0003253	A_25_P00011447	0.269659421607993	1.85158250692124	0.0487004293791307
MIMAT0003253	MIMAT0003253	A_25_P00011633	0.0383828260126816	3.48767508790844	0.07581766988321
MIMAT0003254	MIMAT0003254	A_25_P00010121	NA	0.484995639114842	0.0117995811359064
MIMAT0003254	MIMAT0003254	A_25_P00010122	NA	0.508139300536985	0.0113260259123873
MIMAT0003254	MIMAT0003254	A_25_P00010123	NA	1.74201985469726	0.0401420493934159
MIMAT0003254	MIMAT0003254	A_25_P00010124	NA	1.78042121157312	0.0414146196950451
MIMAT0003255	MIMAT0003255	A_25_P00011454	0.981787286624214	-0.0462297809387529	-0.00707902357360268
MIMAT0003255	MIMAT0003255	A_25_P00011455	0.801056235210688	-0.431237799865064	-0.0496409094825383
MIMAT0003255	MIMAT0003255	A_25_P00011456	0.901627930507742	-0.217950702644338	-0.0304649638431549
MIMAT0003255	MIMAT0003255	A_25_P00011634	0.69216356452616	-0.641731043432973	-0.0847223071330809
MIMAT0003258	MIMAT0003258	A_25_P00010654	0.239295318806498	-1.9557342798358	-0.342449313860391
MIMAT0003258	MIMAT0003258	A_25_P00010655	0.293370672064713	-1.75571768053214	-0.548466941731723
MIMAT0003258	MIMAT0003258	A_25_P00010656	0.269659421607993	-1.8516468296577	-0.502334177452395
MIMAT0003259	MIMAT0003259	A_25_P00011252	NA	-0.632809579943978	-0.0122025299324893
MIMAT0003259	MIMAT0003259	A_25_P00011253	NA	2.15748580207046	0.0492900277759452
MIMAT0003259	MIMAT0003259	A_25_P00011254	0.466021028674648	-1.22237178138594	-0.0419415768148772
MIMAT0003259	MIMAT0003259	A_25_P00011587	0.276483426890181	1.82949338876785	0.0513084473523957
MIMAT0003260	MIMAT0003260	A_25_P00010206	0.172623596892869	2.23360753610139	0.0564289100873676
MIMAT0003260	MIMAT0003260	A_25_P00010207	0.24379086775715	1.93903086641194	0.0771116987065792
MIMAT0003263	MIMAT0003263	A_25_P00010346	0.382176444136476	-1.4482967120069	-0.404091547759785
MIMAT0003263	MIMAT0003263	A_25_P00010347	0.458495284132484	-1.25389144378442	-0.346121307745179
MIMAT0003263	MIMAT0003263	A_25_P00010348	0.369759774296622	-1.5024231655532	-0.400334413368669
MIMAT0003264	MIMAT0003264	A_25_P00011350	NA	-1.5917418700387	-0.0389933749759219
MIMAT0003264	MIMAT0003264	A_25_P00011351	NA	-1.84497842548539	-0.0419679251230445
MIMAT0003264	MIMAT0003264	A_25_P00011352	NA	-0.986381782967197	-0.0192427964485287
MIMAT0003264	MIMAT0003264	A_25_P00011613	0.895539086273401	0.232732123567159	0.00929679896158309
MIMAT0003265	MIMAT0003265	A_25_P00011259	NA	-1.57966408903878	-0.0323336087010011
MIMAT0003265	MIMAT0003265	A_25_P00011260	NA	0.174164823850675	0.00361498785273628
MIMAT0003265	MIMAT0003265	A_25_P00011261	NA	0.157315181315825	0.00407936599070968
MIMAT0003265	MIMAT0003265	A_25_P00011262	NA	1.71156218530691	0.0332314852950066
MIMAT0003266	MIMAT0003266	A_25_P00011057	0.394084148653203	1.41335139617679	0.226713970337724
MIMAT0003266	MIMAT0003266	A_25_P00011058	0.867713099501689	-0.301736264681347	-0.0175187859590595
MIMAT0003266	MIMAT0003266	A_25_P00011059	0.975513746316429	0.0633365933538672	0.00195741142407169
MIMAT0003267	MIMAT0003267	A_25_P00010948	NA	1.40133600959882	0.0358649772185728
MIMAT0003267	MIMAT0003267	A_25_P00011461	0.483658262788759	1.16977064801656	0.0764856306227939
MIMAT0003267	MIMAT0003267	A_25_P00011462	NA	1.63075700784467	0.0354849612719219
MIMAT0003267	MIMAT0003267	A_25_P00011636	0.367245820663485	1.52096771736374	0.0396509481889034
MIMAT0003268	MIMAT0003268	A_25_P00011376	NA	-0.0512019800203653	-0.00125747755520766
MIMAT0003268	MIMAT0003268	A_25_P00011377	NA	3.14800919467212	0.0477335763404243
MIMAT0003268	MIMAT0003268	A_25_P00011379	NA	0.810049662201361	0.019306966273466
MIMAT0003268	MIMAT0003268	A_25_P00011619	NA	-0.715012048105831	-0.0107349525237073
MIMAT0003269	MIMAT0003269	A_25_P00010640	0.895539086273401	0.231619290289787	0.00995695899286098
MIMAT0003269	MIMAT0003269	A_25_P00010641	0.783311023952348	0.461433911654629	0.0167037313429033
MIMAT0003269	MIMAT0003269	A_25_P00010642	0.235213473418998	1.97675404233557	0.0700691382935785
MIMAT0003269	MIMAT0003269	A_25_P00010643	0.536728515161095	0.989289187514488	0.0467131746599785
MIMAT0003270	MIMAT0003270	A_25_P00010872	0.0894025444906316	-2.80576934451814	-0.20915865502529
MIMAT0003270	MIMAT0003270	A_25_P00010873	0.0921535597392255	-2.75842242430228	-0.187252380866788
MIMAT0003270	MIMAT0003270	A_25_P00010874	0.0736081597086471	-2.97023866226919	-0.212515460028564
MIMAT0003271	MIMAT0003271	A_25_P00011384	NA	2.88910461402331	0.0541558621173062
MIMAT0003271	MIMAT0003271	A_25_P00011385	NA	1.52438358319822	0.0339863691824203
MIMAT0003271	MIMAT0003271	A_25_P00011386	NA	3.11148717001403	0.055073760562383
MIMAT0003271	MIMAT0003271	A_25_P00011387	NA	0.868129469477267	0.0186819526032584
MIMAT0003272	MIMAT0003272	A_25_P00010914	NA	-0.620059649108521	-0.010906206330068
MIMAT0003272	MIMAT0003272	A_25_P00010915	NA	1.28865920156087	0.0260249688081329
MIMAT0003272	MIMAT0003272	A_25_P00010916	NA	0.763091464954611	0.0172761386617433
MIMAT0003273	MIMAT0003273	A_25_P00010397	0.535279566710582	0.99600647871087	0.0845255195468626
MIMAT0003273	MIMAT0003273	A_25_P00010398	0.778811857859907	0.472004106035351	0.01622288824852
MIMAT0003274	MIMAT0003274	A_25_P00010435	0.110918591121722	2.60689752896099	0.0689328509934937
MIMAT0003274	MIMAT0003274	A_25_P00010436	0.617269493531362	0.808653617850246	0.0352298154031967
MIMAT0003274	MIMAT0003274	A_25_P00011603	NA	1.80357274235991	0.0338610951034468
MIMAT0003274	MIMAT0003274	A_25_P00011604	NA	2.00356303092767	0.0434563190607724
MIMAT0003275	MIMAT0003275	A_25_P00010935	NA	1.1052013888403	0.0215526654767322
MIMAT0003275	MIMAT0003275	A_25_P00010936	0.417064251819312	1.36224250539632	0.0395128496559272
MIMAT0003275	MIMAT0003275	A_25_P00011448	NA	0.770220831299265	0.0165393475401574
MIMAT0003275	MIMAT0003275	A_25_P00011449	0.0839944470992804	2.86251228644225	0.0789123752580485
MIMAT0003276	MIMAT0003276	A_25_P00010264	NA	2.51188263851385	0.039384015440632
MIMAT0003276	MIMAT0003276	A_25_P00010265	0.613474872946757	0.817305034328516	0.0271962951045941
MIMAT0003277	MIMAT0003277	A_25_P00010362	0.431144216183267	1.31144944472914	0.0472282837707017
MIMAT0003277	MIMAT0003277	A_25_P00011303	0.847822513535701	0.33908476135632	0.0117885350354712
MIMAT0003277	MIMAT0003277	A_25_P00011304	NA	1.42940049711041	0.0332857776059479
MIMAT0003277	MIMAT0003277	A_25_P00011597	0.411343806040844	1.37812178037	0.0373646816986257
MIMAT0003278	MIMAT0003278	A_25_P00011022	0.82298143087456	0.38148169990947	0.0530456530092067
MIMAT0003278	MIMAT0003278	A_25_P00011023	0.533378703841798	-1.0080112358937	-0.061185015671418
MIMAT0003278	MIMAT0003278	A_25_P00011024	0.807534722383285	-0.410375652235085	-0.0282911107655792
MIMAT0003278	MIMAT0003278	A_25_P00011025	0.276483426890181	-1.82731603410957	-0.112201409452665
MIMAT0003279	MIMAT0003279	A_25_P00010901	0.665730493457943	0.697067233370188	0.0625879033082528
MIMAT0003279	MIMAT0003279	A_25_P00010902	0.690895257812825	0.650988900705257	0.0247680273084558
MIMAT0003279	MIMAT0003279	A_25_P00010903	NA	-1.45958936631117	-0.0310996301099973
MIMAT0003280	MIMAT0003280	A_25_P00011236	NA	-0.0761967471814408	-0.0018503714572855
MIMAT0003280	MIMAT0003280	A_25_P00011237	NA	1.34296238113943	0.0268424237033908
MIMAT0003280	MIMAT0003280	A_25_P00011238	NA	1.69871785716703	0.0344438276513097
