Gene ID	Gene Name	Design Element	g1_g2.p-value	g1_g2.t-statistic	g1_g2.log2foldchange
MIMAT0000737	MIMAT0000737	A_25_P00010587	0.291647869110823	-1.76513002031158	-0.137427638153771
MIMAT0000738	MIMAT0000738	A_25_P00010383	0.746958320321592	-0.529268372966296	-0.0333461509047641
MIMAT0000738	MIMAT0000738	A_25_P00010384	0.536728515161095	-0.991743813749129	-0.0544657186469086
MIMAT0000738	MIMAT0000738	A_25_P00010385	0.920457302708062	0.184419101659665	0.0106672304201094
MIMAT0000751	MIMAT0000751	A_25_P00011046	0.652247401298639	-0.728366779070815	-0.127070605114614
MIMAT0000751	MIMAT0000751	A_25_P00011047	0.802172618491872	-0.42332205396871	-0.0880426307127848
MIMAT0000751	MIMAT0000751	A_25_P00011048	0.80307963870584	-0.419612417512434	-0.0483736391424561
MIMAT0000752	MIMAT0000752	A_25_P00010262	0.731478065379628	0.567337478629476	0.0867037498952623
MIMAT0000752	MIMAT0000752	A_25_P00010263	0.981787286624214	-0.0409541409905943	-0.00145088469827215
MIMAT0000753	MIMAT0000753	A_25_P00010711	0.0415626878243435	-3.42303676749332	-1.04452729570075
MIMAT0000753	MIMAT0000753	A_25_P00010712	0.0275824339499767	-3.7279452103725	-1.09396139617382
MIMAT0000754	MIMAT0000754	A_25_P00010029	0.971375039693502	0.0742767416936538	0.00298738945397137
MIMAT0000754	MIMAT0000754	A_25_P00010030	NA	-0.280589947094841	-0.0060011398764388
MIMAT0000754	MIMAT0000754	A_25_P00010031	NA	0.250895830443743	0.00603459094428604
MIMAT0000754	MIMAT0000754	A_25_P00010032	NA	0.771827231888125	0.0179056363151791
MIMAT0000755	MIMAT0000755	A_25_P00010378	0.740679567196841	-0.54728146554375	-0.0748696766072827
MIMAT0000755	MIMAT0000755	A_25_P00010379	0.736787713471923	-0.553225137756698	-0.0401068029313372
MIMAT0000756	MIMAT0000756	A_25_P00010669	0.659565432497523	-0.708487245252708	-0.254839438700063
MIMAT0000756	MIMAT0000756	A_25_P00010670	0.882901372268126	-0.26709613623226	-0.057399332461487
MIMAT0000756	MIMAT0000756	A_25_P00010671	0.78079010061492	-0.468350896270711	-0.0532667659434285
MIMAT0000757	MIMAT0000757	A_25_P00010577	0.532657436649522	-1.01669594745493	-0.196320077257145
MIMAT0000757	MIMAT0000757	A_25_P00010578	0.569129365202438	-0.920842060791755	-0.205863632852749
MIMAT0000758	MIMAT0000758	A_25_P00010486	NA	2.77910968584372	0.0405803879668865
MIMAT0000759	MIMAT0000759	A_25_P00010133	0.369759774296622	-1.49979132053344	-0.2566259081177
MIMAT0000759	MIMAT0000759	A_25_P00010134	0.225385118105398	-2.01276611176749	-0.301549629363359
MIMAT0000760	MIMAT0000760	A_25_P00011117	0.911141559942125	0.201789421994328	0.0506237779620129
MIMAT0000760	MIMAT0000760	A_25_P00011118	0.717746353608515	0.595418189930035	0.121714567534751
MIMAT0000761	MIMAT0000761	A_25_P00010153	0.963499203259205	0.0970500566621388	0.0256866812356424
MIMAT0000761	MIMAT0000761	A_25_P00010154	0.901329899540686	-0.222312384237868	-0.0567951311017918
MIMAT0000762	MIMAT0000762	A_25_P00010539	0.283774050137217	1.80248967026593	0.409147545500955
MIMAT0000762	MIMAT0000762	A_25_P00010540	0.381527951945853	1.45943107160581	0.311926128113917
MIMAT0000763	MIMAT0000763	A_25_P00010973	0.106931997738832	-2.62859005752386	-0.510295261855108
MIMAT0000763	MIMAT0000763	A_25_P00010974	0.0894025444906316	-2.79505139409085	-0.552089942472364
MIMAT0000764	MIMAT0000764	A_25_P00011066	0.837054977791703	-0.355489159082652	-0.0902397561788497
MIMAT0000764	MIMAT0000764	A_25_P00011067	0.801822782314677	-0.4252367760761	-0.110896118507709
MIMAT0000765	MIMAT0000765	A_25_P00010212	0.289511019780703	-1.77124971177202	-0.437534051726963
MIMAT0000765	MIMAT0000765	A_25_P00010213	0.348154799000531	-1.56835314655519	-0.42096559145563
MIMAT0000765	MIMAT0000765	A_25_P00010214	0.471553177674131	-1.21301093252364	-0.113847048286608
MIMAT0000770	MIMAT0000770	A_25_P00010963	0.475934545768479	1.18629075214178	0.364142873691198
MIMAT0000770	MIMAT0000770	A_25_P00010964	0.428431716560368	1.32391805512119	0.170546298638296
MIMAT0000771	MIMAT0000771	A_25_P00010178	NA	1.71515120299835	0.033484262024559
MIMAT0000771	MIMAT0000771	A_25_P00010179	0.0911098475340368	2.77147006018593	0.0856142878363304
MIMAT0000771	MIMAT0000771	A_25_P00010180	0.0725751490460804	2.98398557257228	0.0730142814918615
MIMAT0000771	MIMAT0000771	A_25_P00010181	NA	0.539768684104429	0.00931087516522311
MIMAT0000772	MIMAT0000772	A_25_P00010777	0.500157892812165	-1.12745247593393	-0.0647583998415664
MIMAT0000772	MIMAT0000772	A_25_P00010778	0.639439626980567	-0.755248012220091	-0.108914630014531
MIMAT0000773	MIMAT0000773	A_25_P00010368	NA	-1.18864399189362	-0.0285238587726502
MIMAT0000773	MIMAT0000773	A_25_P00010369	NA	-0.591140542199994	-0.00962373464451449
MIMAT0000773	MIMAT0000773	A_25_P00010370	NA	-1.32604847148739	-0.0296290982896004
MIMAT0001075	MIMAT0001075	A_25_P00010971	NA	4.45617278809693	0.0701404817082478
MIMAT0001080	MIMAT0001080	A_25_P00010523	0.204346864288103	2.08835269480614	0.135317976114885
MIMAT0001080	MIMAT0001080	A_25_P00010524	0.21888546020042	2.03998222411327	0.110001292844935
MIMAT0001339	MIMAT0001339	A_25_P00010855	0.826663993204746	-0.370589055960159	-0.0298346285294642
MIMAT0001339	MIMAT0001339	A_25_P00010856	0.517099201519161	-1.06899066013369	-0.0874510466585994
MIMAT0001339	MIMAT0001339	A_25_P00010857	0.743978998322578	-0.536328014852669	-0.0449911248785986
MIMAT0001340	MIMAT0001340	A_25_P00010650	0.957308968170118	-0.111850708530646	-0.0170902200384457
MIMAT0001340	MIMAT0001340	A_25_P00010651	0.287779592172512	-1.77660585112149	-0.166809146890849
MIMAT0001341	MIMAT0001341	A_25_P00011109	0.647703091417896	0.738630259148458	0.231902719956889
MIMAT0001341	MIMAT0001341	A_25_P00011110	0.728871272765889	0.571899583981234	0.124152800605127
MIMAT0001343	MIMAT0001343	A_25_P00010860	0.466021028674648	-1.23070439376957	-0.036151031850622
MIMAT0001343	MIMAT0001343	A_25_P00010861	0.801822782314677	-0.425054218756945	-0.0339660792772998
MIMAT0001343	MIMAT0001343	A_25_P00010862	0.977539263417837	-0.059324171984649	-0.0100908474354995
MIMAT0001412	MIMAT0001412	A_25_P00010951	0.160825594662078	2.30656705584932	0.51802427979073
MIMAT0001412	MIMAT0001412	A_25_P00010952	0.252300141753451	1.91593487482068	0.233139728101323
MIMAT0001413	MIMAT0001413	A_25_P00010614	0.202899814871429	2.09922967379412	0.473296843888052
MIMAT0001413	MIMAT0001413	A_25_P00010615	0.0433259787026239	3.39036289999954	0.847130829984716
MIMAT0001532	MIMAT0001532	A_25_P00010441	NA	2.15474345052336	0.0481191235564689
MIMAT0001532	MIMAT0001532	A_25_P00010442	NA	1.28624649604165	0.0298327358990189
MIMAT0001532	MIMAT0001532	A_25_P00010443	0.381677401408035	1.45072187005225	0.0409329297875232
MIMAT0001532	MIMAT0001532	A_25_P00010444	NA	0.765839017173459	0.0199561588484878
MIMAT0001536	MIMAT0001536	A_25_P00010272	NA	1.47233308234713	0.0241412936714278
MIMAT0001536	MIMAT0001536	A_25_P00010273	NA	0.874063247901088	0.0140331668249303
MIMAT0001541	MIMAT0001541	A_25_P00010219	0.341898905932544	1.59036926035564	0.172238861386602
MIMAT0001541	MIMAT0001541	A_25_P00010220	0.0264933968714012	3.75550501857796	0.0903716130277328
MIMAT0001541	MIMAT0001541	A_25_P00010221	NA	2.44647905334677	0.0568687419755394
MIMAT0001541	MIMAT0001541	A_25_P00010222	0.472818356347322	1.19647951228536	0.0330470989376845
MIMAT0001545	MIMAT0001545	A_25_P00010972	0.0557920841028254	3.17235408741169	0.121027539819634
MIMAT0001618	MIMAT0001618	A_25_P00010875	0.325074906374726	-1.64610611722252	-0.258382157025512
MIMAT0001618	MIMAT0001618	A_25_P00010876	0.132616194264924	-2.484772971476	-0.29966749248131
MIMAT0001618	MIMAT0001618	A_25_P00010877	0.0497282355402996	-3.26618181810161	-0.329716092262121
MIMAT0001618	MIMAT0001618	A_25_P00010878	0.0356896236626527	-3.55717407770757	-0.368582825672016
MIMAT0001620	MIMAT0001620	A_25_P00011010	NA	-2.26662071849019	-0.0396635349119192
MIMAT0001620	MIMAT0001620	A_25_P00011011	NA	0.42454865673546	0.00902945461165139
MIMAT0001620	MIMAT0001620	A_25_P00011012	NA	0.741978951080773	0.0162421055452979
MIMAT0001621	MIMAT0001621	A_25_P00010788	0.180021516511533	-2.20240482279021	-0.106112850559423
MIMAT0001621	MIMAT0001621	A_25_P00010789	0.278087970834381	-1.82203231747556	-0.260328352935677
MIMAT0001625	MIMAT0001625	A_25_P00011083	0.400935424132882	-1.39951001339135	-0.362893053778876
MIMAT0001625	MIMAT0001625	A_25_P00011084	0.416224955825906	-1.36826733590837	-0.202266814565474
MIMAT0001627	MIMAT0001627	A_25_P00010158	0.586850533289921	-0.881503608052951	-0.131599569319715
MIMAT0001627	MIMAT0001627	A_25_P00010159	0.50282324888806	-1.11772974947313	-0.0339968099339751
MIMAT0001629	MIMAT0001629	A_25_P00010019	0.226497352679043	-2.00783842030512	-0.433193957704861
MIMAT0001629	MIMAT0001629	A_25_P00010020	0.218360101950342	-2.04359371201936	-0.156916348344677
MIMAT0001630	MIMAT0001630	A_25_P00010579	0.293370672064713	-1.75959823624028	-0.122033115638009
MIMAT0001630	MIMAT0001630	A_25_P00010580	0.869006860471742	-0.296084637325839	-0.0154071251778012
MIMAT0001630	MIMAT0001630	A_25_P00010581	0.358724293600505	-1.5471370922999	-0.0822300601372312
MIMAT0001630	MIMAT0001630	A_25_P00010582	0.186827861959128	-2.17341229850517	-0.0935684358124336
MIMAT0001631	MIMAT0001631	A_25_P00010014	0.181171316221372	2.19314401833237	1.75328405335156
MIMAT0001631	MIMAT0001631	A_25_P00010015	0.159176733841693	2.32932313905384	2.1552081504032
MIMAT0001635	MIMAT0001635	A_25_P00010924	0.884904729798698	-0.260817239078409	-0.0380562837934537
MIMAT0001635	MIMAT0001635	A_25_P00010925	0.978210304913813	0.0560075925910933	0.00830270330047522
MIMAT0001636	MIMAT0001636	A_25_P00010684	NA	1.69907028637702	0.0413266052775008
MIMAT0001636	MIMAT0001636	A_25_P00010685	0.605708759502405	0.832274930407283	0.0608629140352051
MIMAT0001636	MIMAT0001636	A_25_P00010686	NA	1.24494870725293	0.0324944421619824
MIMAT0001638	MIMAT0001638	A_25_P00011072	0.170046653999154	-2.24918506754687	-0.0618522307180323
MIMAT0001638	MIMAT0001638	A_25_P00011073	0.754722367800468	-0.507204924811901	-0.0438424321979465
MIMAT0001638	MIMAT0001638	A_25_P00011074	0.344649415295517	-1.58136058422846	-0.0990906719623519
MIMAT0001639	MIMAT0001639	A_25_P00010407	0.474218147095671	-1.19014124819858	-0.426569169001501
MIMAT0001639	MIMAT0001639	A_25_P00010408	0.431144216183267	-1.31413211239685	-0.422664809513573
MIMAT0002170	MIMAT0002170	A_25_P00010266	NA	1.64811336300899	0.0313730830390906
MIMAT0002170	MIMAT0002170	A_25_P00010267	0.535279566710582	0.998151227005427	0.119051162477029
MIMAT0002170	MIMAT0002170	A_25_P00010268	NA	1.88317899650959	0.0372506254535629
MIMAT0002170	MIMAT0002170	A_25_P00010269	NA	0.310828923084411	0.00622071996458118
MIMAT0002171	MIMAT0002171	A_25_P00010198	0.509396179582108	-1.10177296827818	-0.231477250815782
MIMAT0002171	MIMAT0002171	A_25_P00010199	0.50673905786685	-1.10893584103912	-0.233102161247888
MIMAT0002172	MIMAT0002172	A_25_P00010061	0.365242385211484	-1.53292382214212	-0.242246305242685
MIMAT0002172	MIMAT0002172	A_25_P00010062	0.492712003625206	-1.1516305592415	-0.162040234093648
MIMAT0002172	MIMAT0002172	A_25_P00010063	0.635077497844921	0.768001031525664	0.0776108893183842
MIMAT0002173	MIMAT0002173	A_25_P00010335	0.189389064040806	-2.15926546991185	-0.122503266278287
MIMAT0002173	MIMAT0002173	A_25_P00010336	0.782573055189442	-0.4636185044484	-0.0134388996061601
MIMAT0002173	MIMAT0002173	A_25_P00010337	0.736787713471923	-0.553431939103838	-0.0189664152230407
MIMAT0002174	MIMAT0002174	A_25_P00010431	0.0509815050843049	3.2370463192421	0.636019464070214
MIMAT0002174	MIMAT0002174	A_25_P00010432	0.0497282355402996	3.28006061372541	0.627049217359813
MIMAT0002175	MIMAT0002175	A_25_P00010706	0.950399730618636	-0.124595947784348	-0.0144282681923507
MIMAT0002175	MIMAT0002175	A_25_P00010707	0.608039690082624	0.828036358394029	0.0533887937355706
MIMAT0002175	MIMAT0002175	A_25_P00010708	0.375133213678066	1.48437324836417	0.148921482890557
MIMAT0002176	MIMAT0002176	A_25_P00010360	0.81978784035324	-0.39057313639872	-0.0711032739400261
MIMAT0002176	MIMAT0002176	A_25_P00010361	0.963499203259205	0.0981982579914341	0.0392247851457999
MIMAT0002177	MIMAT0002177	A_25_P00010644	0.0165898652562691	4.27175121103459	2.54596542069426
MIMAT0002177	MIMAT0002177	A_25_P00010645	0.0104481305557166	4.58203712787827	2.68544495738703
MIMAT0002178	MIMAT0002178	A_25_P00010090	0.333176899924182	-1.61598880188003	-0.0942011282750332
MIMAT0002178	MIMAT0002178	A_25_P00010091	0.367245820663485	-1.52436338171322	-0.176890246567803
MIMAT0002178	MIMAT0002178	A_25_P00010092	0.293370672064713	-1.75371688873576	-0.196854013386099
MIMAT0002805	MIMAT0002805	A_25_P00010829	NA	0.884551584214149	0.0148199330777166
MIMAT0002805	MIMAT0002805	A_25_P00010830	NA	0.0330178729254682	0.000572759545923951
MIMAT0002806	MIMAT0002806	A_25_P00010507	0.117746217900847	2.55760731388481	0.168942509899509
MIMAT0002806	MIMAT0002806	A_25_P00010508	0.0790805562319084	2.91316477093958	0.136904998936958
MIMAT0002807	MIMAT0002807	A_25_P00011026	0.422422475613564	1.34008472092326	0.185842835721216
MIMAT0002807	MIMAT0002807	A_25_P00011027	0.52094649185747	1.05830159824893	0.126676312525106
MIMAT0002808	MIMAT0002808	A_25_P00011060	0.733576738878785	0.563535227055963	0.0298966577319035
MIMAT0002808	MIMAT0002808	A_25_P00011061	0.626392147998499	-0.79207533235728	-0.0227698662632339
MIMAT0002808	MIMAT0002808	A_25_P00011062	NA	0.767324983725008	0.0120487343504259
MIMAT0002808	MIMAT0002808	A_25_P00011063	NA	1.74041193343164	0.0360519760970881
MIMAT0002809	MIMAT0002809	A_25_P00010386	0.0142273471908627	-4.39430282300904	-1.35069398497593
MIMAT0002809	MIMAT0002809	A_25_P00010387	0.0188562524671051	-4.12868793095221	-1.13435228307309
MIMAT0002810	MIMAT0002810	A_25_P00010016	NA	2.75164215074686	0.0515507472598253
MIMAT0002811	MIMAT0002811	A_25_P00011128	0.526474452544823	1.03491294704454	0.141376700846858
MIMAT0002811	MIMAT0002811	A_25_P00011129	0.400935424132882	1.39974976524517	0.195799495159922
MIMAT0002811	MIMAT0002811	A_25_P00011130	0.418332547381266	1.35560209496075	0.182900242411921
MIMAT0002812	MIMAT0002812	A_25_P00010093	NA	0.511833490474126	0.00964983769143668
MIMAT0002812	MIMAT0002812	A_25_P00010094	0.728761268710349	0.575765663284158	0.0168601437474347
MIMAT0002813	MIMAT0002813	A_25_P00010117	0.440148251933977	-1.29139088386605	-0.437229088499605
MIMAT0002813	MIMAT0002813	A_25_P00010118	0.427519544487683	-1.32784529519671	-0.402210290467574
MIMAT0002813	MIMAT0002813	A_25_P00010119	0.380732279911214	-1.46704474122227	-0.391793106997881
MIMAT0002813	MIMAT0002813	A_25_P00010120	0.466021028674648	-1.22223681849463	-0.101478729113253
MIMAT0002814	MIMAT0002814	A_25_P00010530	0.635077497844921	-0.767041833945133	-0.125520801318796
MIMAT0002814	MIMAT0002814	A_25_P00010531	0.472818356347322	-1.20655586279971	-0.415905985696766
MIMAT0002814	MIMAT0002814	A_25_P00010532	0.652247401298639	-0.72451161339374	-0.169082477482903
MIMAT0002815	MIMAT0002815	A_25_P00010354	NA	2.48692285704246	0.0433098619824097
MIMAT0002815	MIMAT0002815	A_25_P00010355	NA	-2.72359749959734	-0.0600926298461628
MIMAT0002815	MIMAT0002815	A_25_P00010356	0.466021028674648	-1.22676200994501	-0.0333125418000586
MIMAT0002815	MIMAT0002815	A_25_P00010357	NA	0.341553663278418	0.00907726990114277
MIMAT0002816	MIMAT0002816	A_25_P00010097	0.313753081363923	1.6832241872428	0.572745977796894
MIMAT0002816	MIMAT0002816	A_25_P00010098	0.38404461735959	1.44113646310529	1.14683479971632
MIMAT0002817	MIMAT0002817	A_25_P00010017	0.237107985865887	-1.96735587862181	-0.469222172663123
MIMAT0002817	MIMAT0002817	A_25_P00010018	0.422088572975738	-1.34375080356948	-0.140353453929372
MIMAT0002818	MIMAT0002818	A_25_P00010720	NA	-0.514761132240131	-0.0100579069859839
MIMAT0002818	MIMAT0002818	A_25_P00010721	0.422422475613564	-1.34079933471938	-0.0410920695747619
MIMAT0002819	MIMAT0002819	A_25_P00010027	0.682589606274756	-0.666211181637499	-0.184103086864656
MIMAT0002819	MIMAT0002819	A_25_P00010028	0.958607970112893	-0.108821453553936	-0.0104928102657649
MIMAT0002820	MIMAT0002820	A_25_P00010129	0.822064995029469	0.383895037143623	0.014256658476631
MIMAT0002820	MIMAT0002820	A_25_P00010130	0.492712003625206	1.15156132679972	0.0911138702176366
MIMAT0002821	MIMAT0002821	A_25_P00010076	0.0195551486252218	-4.04206627340025	-0.705047049605547
MIMAT0002821	MIMAT0002821	A_25_P00010077	0.0409043205388573	-3.44359698465281	-0.582940522470047
MIMAT0002822	MIMAT0002822	A_25_P00010693	0.509396179582108	1.10297884938832	0.0392058411826763
MIMAT0002822	MIMAT0002822	A_25_P00010694	NA	0.335374618268497	0.00618187034187034
MIMAT0002823	MIMAT0002823	A_25_P00010709	NA	-2.1765369160513	-0.0428249992225451
MIMAT0002823	MIMAT0002823	A_25_P00010710	0.981787286624214	0.0452136930180374	0.00128702925891577
MIMAT0002824	MIMAT0002824	A_25_P00010687	0.748974059234807	0.522284606673823	0.0265205724768327
MIMAT0002824	MIMAT0002824	A_25_P00010688	0.589131799344647	0.87308363273323	0.0706582160787637
MIMAT0002825	MIMAT0002825	A_25_P00010560	0.313805139293738	1.68126052361324	0.0468605086298997
MIMAT0002825	MIMAT0002825	A_25_P00010561	NA	1.63072777434605	0.0368088087410197
MIMAT0002825	MIMAT0002825	A_25_P00010562	NA	2.17890209792853	0.0519763802791076
MIMAT0002826	MIMAT0002826	A_25_P00010499	0.85588507481448	0.32786970696822	0.00933649661535085
MIMAT0002826	MIMAT0002826	A_25_P00010500	NA	3.62530228622676	0.0465553051544321
MIMAT0002827	MIMAT0002827	A_25_P00010260	NA	1.35949005084545	0.0320535279331153
MIMAT0002827	MIMAT0002827	A_25_P00010261	NA	2.24153990753336	0.031229500194204
MIMAT0002828	MIMAT0002828	A_25_P00010695	NA	-0.891372703662694	-0.0177929855426573
MIMAT0002828	MIMAT0002828	A_25_P00010696	NA	0.891190648621141	0.0228216438376192
MIMAT0002828	MIMAT0002828	A_25_P00010697	0.191891529496552	-2.14372674832397	-0.0848843181995891
MIMAT0002829	MIMAT0002829	A_25_P00010165	0.314094043373998	1.67701022886527	0.0720642085959886
MIMAT0002829	MIMAT0002829	A_25_P00010166	NA	0.979128400442806	0.0262974618980056
MIMAT0002830	MIMAT0002830	A_25_P00011217	0.465489298162104	-1.23506524079887	-0.116227950680265
MIMAT0002830	MIMAT0002830	A_25_P00011942	0.882901372268126	-0.265942166800077	-0.0325074107213563
MIMAT0002831	MIMAT0002831	A_25_P00010055	0.458495284132484	1.25482085289529	0.118845033921463
MIMAT0002831	MIMAT0002831	A_25_P00010056	NA	1.89677150295726	0.0397410395229736
MIMAT0002831	MIMAT0002831	A_25_P00010057	NA	0.226543701873676	0.00349059346946134
MIMAT0002832	MIMAT0002832	A_25_P00010427	0.117746217900847	2.55744722201189	0.0627726884780362
MIMAT0002832	MIMAT0002832	A_25_P00010428	NA	1.14397452037453	0.0259139505825603
MIMAT0002833	MIMAT0002833	A_25_P00010328	NA	0.130476573035328	0.00287702414318858
MIMAT0002833	MIMAT0002833	A_25_P00010329	NA	2.90134938909489	0.0617452002274241
MIMAT0002834	MIMAT0002834	A_25_P00010200	NA	-0.316017362788813	-0.00488552343787507
MIMAT0002834	MIMAT0002834	A_25_P00010201	NA	2.32656755353992	0.0454955072782024
MIMAT0002835	MIMAT0002835	A_25_P00010058	NA	2.22774649109596	0.0404499595931114
MIMAT0002835	MIMAT0002835	A_25_P00010059	NA	-0.21023030083797	-0.00513055211694358
MIMAT0002835	MIMAT0002835	A_25_P00010060	0.535279566710582	0.998769488334594	0.0325711935657038
MIMAT0002836	MIMAT0002836	A_25_P00010783	NA	1.43140266308636	0.0256373260055103
MIMAT0002836	MIMAT0002836	A_25_P00010784	NA	1.29028295118297	0.025977611111311
MIMAT0002837	MIMAT0002837	A_25_P00010010	NA	2.37944353514888	0.0472512636422451
MIMAT0002837	MIMAT0002837	A_25_P00010011	NA	1.20716927839133	0.024662771539929
MIMAT0002838	MIMAT0002838	A_25_P00010330	NA	0.491950913014227	0.0107259762600913
MIMAT0002838	MIMAT0002838	A_25_P00010331	NA	-0.395927507705422	-0.00601030819828097
MIMAT0002839	MIMAT0002839	A_25_P00010811	NA	0.112337313029467	0.00156616981184943
MIMAT0002839	MIMAT0002839	A_25_P00010812	NA	0.231510439727614	0.00399405880785064
MIMAT0002840	MIMAT0002840	A_25_P00010566	NA	0.401785794011888	0.00708399685671868
MIMAT0002840	MIMAT0002840	A_25_P00010567	NA	0.915768591459563	0.020165128628487
MIMAT0002840	MIMAT0002840	A_25_P00010568	NA	0.267022882392132	0.0056711644202414
MIMAT0002841	MIMAT0002841	A_25_P00010358	NA	0.268193138974754	0.00575799067786331
MIMAT0002841	MIMAT0002841	A_25_P00010359	0.586976057154261	0.87821287233662	0.0259459637132338
MIMAT0002842	MIMAT0002842	A_25_P00011028	NA	1.83815853380995	0.0302170068782122
MIMAT0002842	MIMAT0002842	A_25_P00011029	NA	2.20444310111907	0.029549896788545
MIMAT0002843	MIMAT0002843	A_25_P00010563	NA	0.904261491993025	0.0146121756839097
MIMAT0002843	MIMAT0002843	A_25_P00010564	0.0195529780021275	4.09644335362573	0.0942555012889095
MIMAT0002843	MIMAT0002843	A_25_P00010565	NA	0.0356292822155326	0.000838321992707058
MIMAT0002844	MIMAT0002844	A_25_P00010244	0.00808629649082647	-4.82885481998649	-0.0877358646608801
MIMAT0002844	MIMAT0002844	A_25_P00010245	NA	-2.42373700214337	-0.0362671952624769
MIMAT0002845	MIMAT0002845	A_25_P00010332	NA	-0.315879719247752	-0.00603073654622843
MIMAT0002845	MIMAT0002845	A_25_P00010333	NA	1.27823203687496	0.0229557211509777
MIMAT0002845	MIMAT0002845	A_25_P00010334	0.981787286624214	0.0393516344940079	0.00119358254136603
MIMAT0002846	MIMAT0002846	A_25_P00010080	0.591407941016167	-0.861642756540238	-0.0781894444373297
MIMAT0002846	MIMAT0002846	A_25_P00010081	0.529382264551198	-1.02376045195363	-0.106081273363637
MIMAT0002847	MIMAT0002847	A_25_P00010496	0.874081891394327	-0.28598345825331	-0.0100014412165237
MIMAT0002847	MIMAT0002847	A_25_P00010497	NA	0.793800671738555	0.0178999706952059
MIMAT0002847	MIMAT0002847	A_25_P00010498	NA	-0.279001078575552	-0.00699098855985358
MIMAT0002848	MIMAT0002848	A_25_P00010487	NA	2.65510236698881	0.0433108516733069
MIMAT0002848	MIMAT0002848	A_25_P00010488	NA	0.449577977168367	0.00875413964420257
MIMAT0002849	MIMAT0002849	A_25_P00010715	NA	0.942212293427038	0.0217460747176963
MIMAT0002849	MIMAT0002849	A_25_P00010716	NA	1.78839370635025	0.034607327786107
MIMAT0002849	MIMAT0002849	A_25_P00010717	NA	1.3181595472915	0.0245333119674767
MIMAT0002850	MIMAT0002850	A_25_P00010291	0.526474452544823	1.03533421450702	0.0280934135282322
MIMAT0002850	MIMAT0002850	A_25_P00010292	NA	0.261980210719744	0.0045830643383189
MIMAT0002851	MIMAT0002851	A_25_P00010351	0.0967273951664343	2.71041096808879	0.115963527381243
MIMAT0002851	MIMAT0002851	A_25_P00010352	NA	0.96723693600971	0.0222519287987284
MIMAT0002851	MIMAT0002851	A_25_P00010353	0.0195529780021275	4.07585439495218	0.103064578302393
MIMAT0002852	MIMAT0002852	A_25_P00010051	NA	2.73364078889968	0.0446067091218794
MIMAT0002852	MIMAT0002852	A_25_P00010052	NA	1.13904302490102	0.0213580897716419
MIMAT0002853	MIMAT0002853	A_25_P00010174	NA	-0.158652176534613	-0.00259454631927003
MIMAT0002853	MIMAT0002853	A_25_P00010175	NA	0.369726655983598	0.00858035459290019
MIMAT0002854	MIMAT0002854	A_25_P00010172	0.613474872946757	0.818382470574826	0.0444793869512443
MIMAT0002854	MIMAT0002854	A_25_P00010173	NA	2.65561346239413	0.0518689644762036
MIMAT0002855	MIMAT0002855	A_25_P00010494	0.431144216183267	1.30856475579697	0.0598305287360912
MIMAT0002855	MIMAT0002855	A_25_P00010495	NA	1.57838534082665	0.032007703752674
MIMAT0002856	MIMAT0002856	A_25_P00010074	0.310570165551146	-1.69134869887588	-0.198639189857933
MIMAT0002856	MIMAT0002856	A_25_P00010075	0.211205572767834	-2.06607216918105	-0.246315772767512
MIMAT0002857	MIMAT0002857	A_25_P00011215	NA	2.36580799630751	0.0427092900977408
MIMAT0002857	MIMAT0002857	A_25_P00011941	NA	0.663318275934621	0.0137370924973652
MIMAT0002858	MIMAT0002858	A_25_P00010169	NA	2.46753338866959	0.0380052578131984
MIMAT0002858	MIMAT0002858	A_25_P00010170	0.160825594662078	2.30821618323948	0.0566481402860601
MIMAT0002858	MIMAT0002858	A_25_P00010171	NA	1.96253849458663	0.0380398943422309
MIMAT0002859	MIMAT0002859	A_25_P00010035	NA	1.17599870760612	0.0204199701566372
MIMAT0002859	MIMAT0002859	A_25_P00010036	NA	2.06030136666679	0.0367620551963883
MIMAT0002860	MIMAT0002860	A_25_P00010233	0.519285063461403	1.06455861255755	0.0319133124899063
MIMAT0002860	MIMAT0002860	A_25_P00010234	NA	2.46077617265432	0.0402400131793375
MIMAT0002860	MIMAT0002860	A_25_P00010235	NA	0.0411838938764013	0.000712881768335727
MIMAT0002861	MIMAT0002861	A_25_P00010176	NA	0.530490290208017	0.00962554648677116
MIMAT0002861	MIMAT0002861	A_25_P00010177	NA	-0.128236121867162	-0.00242988870007377
MIMAT0002862	MIMAT0002862	A_25_P00010325	0.169819337787079	2.25773442885736	0.0784697335212279
MIMAT0002862	MIMAT0002862	A_25_P00010326	0.347265645950195	1.57337582729101	0.046733677734915
MIMAT0002862	MIMAT0002862	A_25_P00010327	0.718276941344944	0.593058496382778	0.0165852229587742
MIMAT0002863	MIMAT0002863	A_25_P00011008	NA	0.755250099712468	0.0136945496636454
MIMAT0002863	MIMAT0002863	A_25_P00011009	0.535279566710582	0.999112690650638	0.0391231767537112
MIMAT0002864	MIMAT0002864	A_25_P00010803	NA	1.06961385810244	0.0200746435311165
MIMAT0002864	MIMAT0002864	A_25_P00010804	NA	-0.0417079503702344	-0.000719874170131973
MIMAT0002866	MIMAT0002866	A_25_P00010167	NA	2.22957652549283	0.0325472539435152
MIMAT0002866	MIMAT0002866	A_25_P00010168	NA	1.77937377085209	0.0257580446135748
MIMAT0002867	MIMAT0002867	A_25_P00010293	NA	2.41475215634016	0.0473013146814942
